ZO,RO,Vertical,Crop,Hybrid,Crop Grp,Source,FYPQ,FYPV,CMPQ,CMPV,CM Est 1,CM Est 2,CME,CMINVQ,CMINVV,CMPOGQ,CMPOGV,CM NRV,YTDPOGQ,YTDPOGV,YTDLMPOGQ,YTDLMPOGV,YTDLMPQ,YTDLMPV,STKQ,STKV,STK,YTDINVQ,YTDINVV,OPBALQ,PRPOGQ,PRPOGV,CMP,CMPOG,YTDPQ,YTDPV,YTDP,YTDPOG,YTDLMPOG,YTDLMP,CMRET,YTDRET,CMRETQ,CMRETV,YTDRETQ,YTDRETV,Divisions,H1PQ,Segment,Dashboard,Veg. Crop,H1PV,CMEV,LM Difference,Genetics,LYP,LYPQ,LYPV,LYPOG,LYPOGQ,LYPOGV,NMPQ,NMPV,NMP,Plan NRV,OpBR,OpBR180,COL
INDORE,AURANGABAD C,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,8.4,,ALL,,,,,,,,,,,,,
HYDERABAD,HUBLI C,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,3.67,,ALL,,,,,,,,,,,,,
HYDERABAD,HUBLI F,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,1,,ALL,,,,,,,,,,,,,
INDORE,NAGPUR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,NASHIK F,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,10,,ALL,,,,,,,,,,,,,
INDORE,NASHIK V,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,1.4,,ALL,,,,,,,,,,,,,
RANCHI,AMBIKAPUR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,COIMBATORE,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,GUNTUR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HYDERABAD C,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HYDERABAD F,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,NIRMAL,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,WARANGAL,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,BHOPAL,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,AHMEDABAD,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,INDORE,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,JABALPUR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,ALWAR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,HISAR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,JAIPUR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,UDAIPUR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,KOLKATA,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,BHUBANESWAR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,AGRA,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,BAREILLY,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,GORAKHPUR,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,LUCKNOW,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,PATNA,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,RANCHI,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,VARANASI,FIELD CROPS,BAJRA,ALL,BAJRA,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,AURANGABAD C,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,62,,ALL,,,,,,,,,,,,,
HYDERABAD,HUBLI C,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,30.42,,ALL,,,,,,,,,,,,,
HYDERABAD,HUBLI F,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,98,,ALL,,,,,,,,,,,,,
INDORE,NAGPUR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,12.4,,ALL,,,,,,,,,,,,,
INDORE,NASHIK F,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,25,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,120,,ALL,,,,,,,,,,,,,
INDORE,NASHIK V,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,12.46,,ALL,,,,,,,,,,,,,
RANCHI,AMBIKAPUR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,18,,ALL,,,,,,,,,,,,,
HYDERABAD,COIMBATORE,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,2.5,,ALL,,,,,,,,,,,,,
HYDERABAD,GUNTUR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HYDERABAD C,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,12.5,,ALL,,,,,,,,,,,,,
HYDERABAD,HYDERABAD F,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,400,,ALL,,,,,,,,,,,,,
HYDERABAD,NIRMAL,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,31.6,,ALL,,,,,,,,,,,,,
HYDERABAD,WARANGAL,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,BHOPAL,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,3,,ALL,,,,,,,,,,,,,
INDORE,AHMEDABAD,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,29,,ALL,,,,,,,,,,,,,
INDORE,INDORE,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,10,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,60,,ALL,,,,,,,,,,,,,
INDORE,JABALPUR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,9.45,,ALL,,,,,,,,,,,,,
JAIPUR,ALWAR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,HISAR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,JAIPUR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,UDAIPUR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,1,0.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,3,,ALL,,,,,,,,,,,,,
RANCHI,KOLKATA,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,5.3,,ALL,,,,,,,,,,,,,
RANCHI,BHUBANESWAR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,13,,ALL,,,,,,,,,,,,,
LUCKNOW,AGRA,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,BAREILLY,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,GORAKHPUR,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,LUCKNOW,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,PATNA,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,RANCHI,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,VARANASI,FIELD CROPS,CORN,ALL,CORN,MCF,,,,,0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,1.25,,ALL,,,,,,,,,,,,,
INDORE,AURANGABAD C,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HUBLI C,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HUBLI F,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,NAGPUR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,NASHIK F,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,NASHIK V,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,OTHERS-KA,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,AMBIKAPUR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,COIMBATORE,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,GUNTUR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HYDERABAD C,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HYDERABAD F,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,NIRMAL,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,WARANGAL,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,ZOTHERS-HYDERABAD,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,AHMEDABAD,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,BHOPAL,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,INDORE,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,JABALPUR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,ALWAR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,HISAR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,JAIPUR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
JAIPUR,UDAIPUR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,BHUBANESWAR,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,GUWAHATI,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,KOLKATA,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,AGRA,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,BAREILLY,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,LUCKNOW,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,PATNA,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,RANCHI,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
LUCKNOW,VARANASI,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
ZIHO,ALL,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,INSTITUTIONAL,Main,,,0,,ALL,,,,,,,,,,,,,
ZIHO,EXPORT,FIELD CROPS,FORAGE,ALL,FORAGE,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPORT,,EXPORT,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,AURANGABAD C,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,1.02,,ALL,,,,,,,,,,,,,
HYDERABAD,HUBLI C,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HUBLI F,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,NAGPUR,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,NASHIK F,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,NASHIK V,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
RANCHI,AMBIKAPUR,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,COIMBATORE,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,GUNTUR,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HYDERABAD C,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,HYDERABAD F,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,6.3,,ALL,,,,,,,,,,,,,
HYDERABAD,NIRMAL,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
HYDERABAD,WARANGAL,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,BHOPAL,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,AHMEDABAD,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,INDORE,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
INDORE,JABALPUR,FIELD CROPS,JOWAR,ALL,JOWAR,MCF,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRADE,,TRADE,Main,,,0,,ALL,,,,,,,,,,,,,
