ZO,RO,Vertical,Crop,Hybrid,Crop Grp,Source,FYPQ,FYPV,CMPQ,CMPV,CM Est 1,CM Est 2,CME,CMINVQ,CMINVV,CMPOGQ,CMPOGV,CM NRV,YTDPOGQ,YTDPOGV,YTDLMPOGQ,YTDLMPOGV,YTDLMPQ,YTDLMPV,STKQ,STKV,STK,YTDINVQ,YTDINVV,OPBALQ,PRPOGQ,PRPOGV,CMP,CMPOG,YTDPQ,YTDPV,YTDP,YTDPOG,YTDLMPOG,YTDLMP,CMRET,YTDRET,CMRETQ,CMRETV,YTDRETQ,YTDRETV,Divisions,H1PQ,Segment,Dashboard,Veg. Crop,H1PV,CMEV,LM Difference,Genetics,LYP,LYPQ,LYPV,LYPOG,LYPOGQ,LYPOGV,NMPQ,NMPV,NMP,Plan NRV,OpBR,OpBR180,COL
INDORE,AURANGABAD C,VEGETABLES,I WATERMELON,NAUGHTY,VEGETABLES,I WATERMELON,0,0,0,0,,,,14,3.2585,5,1.025,20500,20,4.1,15,3.075,0,0,12,2.46,2.46,32,7.448,0,18,3.69,0,1.025,0,0,0,4.1,3.075,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,I WATERMELON,0,,0,NAUGHTY,3.38,15,3.38,1.2375,5.5,1.2375,0,0,0,,0,0,0
INDORE,AURANGABAD C,VEGETABLES,I WATERMELON,SUGARBALL,VEGETABLES,I WATERMELON,101,18.18,27,4.86,,,,-2,-0.418,-1.5,-0.27,18000,36,6.48,37.5,6.75,30,5.4,11,1.98,1.98,47,9.823,0,38,6.84,4.86,-0.27,77,13.86,13.86,6.48,6.75,5.4,-0.418,-3,-2,-0.418,-3,-0.627,TRADE,14,TRADE,Main,I WATERMELON,2.52,,0,139,0,0,0,10.741,46.7,10.741,20,3.6,3.6,18000,0,0,0
INDORE,AURANGABAD C,VEGETABLES,J CORIANDER,ALFA SWAD,VEGETABLES,#N/A,0,0,0,0,,,,70,0.216125,0,0,0,0,0,0,0,0,0,70,0,0,70,0.216125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,ZOther Veg,0,,0,RUCHI,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,AURANGABAD C,VEGETABLES,J CORIANDER,RUCHI,VEGETABLES,#N/A,222,0.499,3,0.01,,,,210,0.53865,110,0.248358,225.78,2936,6.6289008,2826,6.3805428,184,0.413585586,150,0.33867,0.33867,3086,7.91559,0,2926,6.6063228,0.01,0.248358,190,0.427072072,0.427072072,6.6289008,6.3805428,0.413585586,0,0,0,0,0,0,TRADE,168,TRADE,Main,ZOther Veg,0.377621622,,0,RUCHI,0.69,330,0.69,3.06495,1459.5,3.06495,14,0.03,0.03,225,0,0,0
INDORE,AURANGABAD C,VEGETABLES,M CUCUMBER,MANSI,VEGETABLES,#N/A,8.5,1.53,1.2,0.22,,,,0,0,0,0,18000,2.95,0.531,2.95,0.531,4.7,0.846,0,0,0,2.05,0.3850825,0.9,2.95,0.531,0.22,0,7.2,1.296,1.296,0.531,0.531,0.846,0,-1.2,0,0,-1.2,-0.241,TRADE,3.3,TRADE,Main,ZOther Veg,0.594,,0,MANSI,0,0,0,0,0,0,1.2,0.22,0.22,18000,0,0,0
INDORE,AURANGABAD C,VEGETABLES,M CUCUMBER,SWATI,VEGETABLES,#N/A,21.5,3.655,1.5,0.26,,,,0.25,0.0486875,0,0,17000,5.43,0.9231,5.43,0.9231,15.8,2.686,0.78,0.1326,0.1326,4.71,0.9072976,1.5,5.43,0.9231,0.26,0,19.2,3.264,3.264,0.9231,0.9231,2.686,0,-3.87,0,0,-3.87,-0.762,TRADE,14,TRADE,Main,ZOther Veg,2.38,,0,SWATI,4.65,30,4.65,2.48465,16.03,2.48465,2.1,0.36,0.36,17000,0,0,0
INDORE,AURANGABAD C,VEGETABLES,N CAULIFLOWER,CORAL WHITE+,VEGETABLES,N CAULIFLOWER,0,0,0,0,,,,-0.98,-0.460845,-0.66,-0.2574,39000,3.24,1.2636,3.9,1.521,0,0,0.68,0.2652,0.2652,3.92,1.84338,0,3.9,1.521,0,-0.2574,0,0,0,1.2636,1.521,0,-0.461,-1.48,-0.98,-0.461,-1.48,-0.696,TRADE,0,TRADE,Main,N CAULIFLOWER,0,,0,CORAL WHITE +,1.05,3,1.05,0.623,1.78,0.623,0,0,0,,0,0,0
INDORE,AURANGABAD C,VEGETABLES,N CAULIFLOWER,SNOW WHITE,VEGETABLES,N CAULIFLOWER,0,0,0,0,,,,-0.21,-0.1007475,-0.11,-0.04312,39200,0.59,0.23128,0.7,0.2744,0,0,0.1,0.0392,0.0392,0.69,0.3310275,0,0.51,0.19992,0,-0.04312,0,0,0,0.23128,0.2744,0,-0.101,-0.41,-0.21,-0.101,-0.41,-0.197,TRADE,0,TRADE,Main,N CAULIFLOWER,0,,0,SNOW WHITE,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,AURANGABAD C,VEGETABLES,O BEANS,RANI,VEGETABLES,#N/A,0,0,0,0,,,,0,0,0,0,402.86,105,0.423003,105,0.423003,0,0,0,0,0,105,0.4788,0,105,0.423003,0,0,0,0,0,0.423003,0.423003,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,ZOther Veg,0,,0,RANI,0.04,10,0.04,0.08225,23.5,0.08225,0,0,0,,0,0,0
INDORE,AURANGABAD C,VEGETABLES,P CABBAGE,CABBAGE SAMRAT,VEGETABLES,P CABBAGE,0,0,0,0,,,,0,0,0.1,0.017,17000,2.6,0.442,2.5,0.425,0,0,0.1,0.017,0.017,2.7,0.513,0,2.5,0.425,0,0.017,0,0,0,0.442,0.425,0,0,-0.2,0,0,-0.2,-0.038,TRADE,0,TRADE,Main,P CABBAGE,0,,0,SAMRAT,0.78,5,0.78,0.4867,3.14,0.4867,0,0,0,,0,0,0
INDORE,AURANGABAD C,VEGETABLES,P CABBAGE,MARINA,VEGETABLES,P CABBAGE,0,0,0,0,,,,0,0,0,0,21500,0.2,0.043,0.2,0.043,0,0,0.3,0.0645,0.0645,0.5,0.118275,0,0.2,0.043,0,0,0,0,0,0.043,0.043,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,P CABBAGE,0,,0,MARINA,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,AURANGABAD C,VEGETABLES,P CABBAGE,SAMRAT,VEGETABLES,P CABBAGE,9.5,1.615,0.5,0.09,,,,0,0,0,0,0,0,0,0,0,7.2,1.224,0,0,0,0,0,0,0,0,0.09,0,8.4,1.428,1.428,0,0,1.224,0,0,0,0,0,0,TRADE,6.5,TRADE,Main,P CABBAGE,1.105,,0,SAMRAT,0,0,0,0,0,0,0.3,0.05,0.05,17000,0,0,0
INDORE,BHOPAL,COTTON,COTTON,6001,COTTON,,0.01,3.66,0,0,,,,0,0,0,0,742,0.00631,4.68202,0.00631,4.68202,0.005,3.66,0,0,0,0.00631,5.45184,0,0.00631,4.68202,0,0,0.005,3.66,0.005,0.00631,0.00631,0.005,0,-0.002,0,0,-0.002,-1.633,TRADE,0.005,TRADE,Main,,3.66,,0,6001,0,0,0,0,0,0,0,0,0,732,391.31,45.53,32.1
INDORE,BHOPAL,COTTON,COTTON,6004,COTTON,,0.01,3.66,0,0,,,,0,0,0,0,0,0,0,0,0,0.005,3.66,0,0,0,0,0,0,0,0,0,0,0.005,3.66,0.005,0,0,0.005,0,0,0,0,0,0,TRADE,0.005,TRADE,Main,,3.66,,0,6004,0,0,0,0,0,0,0,0,0,732,0,0,0
INDORE,BHOPAL,COTTON,COTTON,BINDAAS,COTTON,,0.01,4.5,0,0,,,,0,0,0,0,450,0.01416,6.372,0.01416,6.372,0.01,4.5,0,0,0,0.01416,12.23424,0,0.01416,6.372,0,0,0.01,4.5,0.01,0.01416,0.01416,0.01,0,0,0,0,0,-0.164,TRADE,0.01,TRADE,Main,,4.5,,0,BINDAAS,0.004,0.004,1.6,0.00782,0.00782,3.3235,0,0,0,450,0,0,0
INDORE,BHOPAL,COTTON,COTTON,BIO 15-2,COTTON,,0.08,59.76,0,0,,,,0,0,0,0,757.03,0.07592,57.4737176,0.07592,57.4737176,0.08,59.76,0,0,0,0.07592,65.59488,0,0.07592,57.4737176,0,0,0.08,59.76,0.08,0.07592,0.07592,0.08,0,-0.008,0,0,-0.008,-6.679,TRADE,0.08,TRADE,Main,,59.76,,0,GHH029,0.035,0.035,24.05,0.04007,0.04007,27.9628495,0,0,0,747,0,0,0
INDORE,BHOPAL,COTTON,COTTON,DIVYA,COTTON,,0.01,3.535,0,0,,,,0,0,0,0,0,0,0,0,0,0.005,3.535,0,0,0,0,0,0,0,0,0,0,0.005,3.535,0.005,0,0,0.005,0,0,0,0,0,0,TRADE,0.005,TRADE,Main,,3.535,,0,DIVYA,0,0,0,0,0,0,0,0,0,707,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9101,CORN,,20,25,0,0,,,,0,0,0,0,125,27.132,33.915,27.132,33.915,20,25,0,0,0,27.132,45.10695,0,27.132,33.915,0,0,20,25,20,27.132,27.132,20,0,-11.556,0,0,-11.556,-19.212,TRADE,20,TRADE,Main,,25,,0,9220,40,40,44,43.176,43.176,33.051228,0,0,0,125,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9546,CORN,,28,61.6,0,0,,,,0,0,0,0,235,22.284,52.3674,22.284,52.3674,28,61.6,0,0,0,22.284,67.74336,0,22.284,52.3674,0,0,28,61.6,28,22.284,22.284,28,0,-4.98,0,0,-4.98,-15.139,TRADE,28,TRADE,Main,,61.6,,0,9546,35,35,70,14.6,14.6,30.0176,0,0,0,220,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9546 PLUS,CORN,,0,0,0,0,,,,0,0,0,0,230,0.928,2.1344,0.928,2.1344,0,0,0,0,0,0.928,2.99744,0,0.928,2.1344,0,0,0,0,0,0.928,0.928,0,0,-0.064,0,0,-0.064,-0.207,TRADE,0,TRADE,Main,,0,,0,9546,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9637,CORN,,0,0,0,0,,,,0,0,0,0,125,0.03,0.0375,0.03,0.0375,0,0,0,0,0,0.03,0.0513,0,0.03,0.0375,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,9220,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9720,CORN,,0.5,0.65,0,0,,,,0,0,0,0,119.82,1.6,1.91712,1.6,1.91712,0.5,0.65,0,0,0,1.6,2.736,0,1.6,1.91712,0,0,0.5,0.65,0.5,1.6,1.6,0.5,0,0,0,0,0,0,TRADE,0.5,TRADE,Main,,0.65,,0,9720,0,0,0,2.412,2.412,2.9660364,0,0,0,130,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9766,CORN,,12,30,0,0,,,,0,0,0,0,260,27.592,71.7392,27.592,71.7392,12,30,0,0,0,27.592,91.7434,0,27.592,71.7392,0,0,12,30,12,27.592,27.592,12,0,-8.024,0,0,-8.024,-26.68,TRADE,12,TRADE,Main,,30,,0,9766,0,0,0,0.308,0.308,0.7034104,0,0,0,250,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9788,CORN,,40,106,0,0,,,,0,0,0,0,280,39.992,111.9776,39.992,111.9776,40,106,0,0,0,39.992,142.4715,0,39.992,111.9776,0,0,40,106,40,39.992,39.992,40,0,-13.576,0,0,-13.576,-48.365,TRADE,40,TRADE,Main,,106,,0,9788,34.5,34.5,84.53,18.044,18.044,44.3647828,0,0,0,265,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9792,CORN,,5,14,0,0,,,,0.4536,1.896048,1.1216,3.30872,295,19.6564,57.98638,18.5348,54.67766,5,14,0.752,2.2184,0.752,20.4084,80.953452,0,19.3564,57.10138,0,1.1216,5,14,5,19.6564,18.5348,5,-0.032,-3.276,-0.032,-0.135,-3.276,-12.153,TRADE,5,TRADE,Main,,14,,0,9792,0,0,0,0,0,0,0,0,0,280,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9794,CORN,,0,0,0,0,,,,0,0,0,0,283,4.72,13.3576,4.72,13.3576,0,0,0,0,0,4.72,16.1424,0,4.72,13.3576,0,0,0,0,0,4.72,4.72,0,0,-1.296,0,0,-1.296,-4.432,TRADE,0,TRADE,Main,,0,,0,9794,0,0,0,1.1976,1.1976,2.95304208,0,0,0,,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9794 (A),CORN,,11,30.25,0,0,,,,0,0,0,0,0,0,0,0,0,11,30.25,0,0,0,0,0,0,0,0,0,0,11,30.25,11,0,0,11,0,0,0,0,0,0,TRADE,11,TRADE,Main,,30.25,,0,ADV957,0,0,0,0,0,0,0,0,0,275,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,9799,CORN,,0,0,0,0,,,,0,0,0,0,330,0.32,1.056,0.32,1.056,0,0,0.032,0.1056,0.032,0.352,1.5048,0,0.32,1.056,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,9799,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,COMMANDO,CORN,,2,2.5,0,0,,,,0,0,0,0,124.32,0.756,0.9398592,0.756,0.9398592,2,2.5,0,0,0,0.756,1.29276,0,0.756,0.9398592,0,0,2,2.5,2,0.756,0.756,2,0,-3.916,0,0,-3.916,-6.696,TRADE,2,TRADE,Main,,2.5,,0,COMMANDO,14,14,15.4,6.292,6.292,5.2922012,0,0,0,125,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,MAHARAJA,CORN,,0,0,0,0,,,,0,0,0,0,135,0.742,1.0017,0.742,1.0017,0,0,0,0,0,0.682,1.16622,0.06,0.742,1.0017,0,0,0,0,0,0.742,0.742,0,0,-0.828,0,0,-0.828,-1.416,TRADE,0,TRADE,Main,,0,,0,9220,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,BHOPAL,FIELD CROPS,CORN,SHAKTIMAN,CORN,,20,50,0,0,,,,0,0,0,0,270,13.68,36.936,13.68,36.936,20,50,0,0,0,13.68,46.7856,0,13.68,36.936,0,0,20,50,20,13.68,13.68,20,0,-8.784,0,0,-8.784,-30.041,TRADE,20,TRADE,Main,,50,,0,TX-369,2.5,2.5,5.88,5.94,5.94,14.313024,0,0,0,250,0,0,0
INDORE,BHOPAL,FIELD CROPS,FORAGE,DAIRY BOOSTER,FORAGE,,0.1,0.65,0,0,,,,0,0,0,0,650,0.0785,0.51025,0.0785,0.51025,0,0,0,0,0,0.0005,0.00342,0.078,0.0785,0.51025,0,0,0,0,0,0.0785,0.0785,0,0,-0.02,0,0,-0.02,-0.133,TRADE,0,TRADE,Main,,0,,0,NUTRIFEED,0,0,0,0,0,0,0,0,0,650,0,0,0
INDORE,BHOPAL,FIELD CROPS,FORAGE,MITHAAS,FORAGE,,0.1,0.35,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,SUGARGRAZE,0,0,0,0,0,0,0,0,0,350,0,0,0
INDORE,BHOPAL,FIELD CROPS,FORAGE,SHWET KRANTI,FORAGE,,15,12.45,0,0,,,,0,0,0,0,83,4.89,4.0587,4.89,4.0587,0,0,0,0,0,4.86,5.0787,0.03,4.89,4.0587,0,0,0,0,0,4.89,4.89,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,SSG WHITE,0,0,0,1.575,1.575,1.18125,0,0,0,83,0,0,0
INDORE,BHOPAL,FIELD CROPS,JOWAR,SUPER7707,JOWAR,,1,1.3,0,0,,,,0,0,0,0,130,2.76,3.588,2.76,3.588,1,1.3,0,0,0,2.76,4.7196,0,2.76,3.588,0,0,1,1.3,1,2.76,2.76,1,0,0,0,0,0,0,TRADE,1,TRADE,Main,,1.3,,0,7707,4,4,4.4,2.73,2.73,3.310125,0,0,0,130,0,0,0
INDORE,BHOPAL,FIELD CROPS,MUSTARD - HYBRID,B-208,MUSTARD - HYBRID,,3.5,28,0.2,1.6,,,,-1.435,-14.99575,0.062,0.496,800,0.63,5.04,0.568,4.544,1.6,12.8,0.27,2.16,0.27,0.9,9.405,0,0.594,4.752,0.2,0.062,3.5,28,3.5,0.63,0.568,1.6,-1.435,-2.88,-1.435,-14.996,-2.88,-30.096,TRADE,0,TRADE,Main,,0,,0,208,0,0,0,0.8169,0.8169,5.783652,0,0,0,800,0,0,0
INDORE,BHOPAL,FIELD CROPS,MUSTARD - HYBRID,DHAKKAD,MUSTARD - HYBRID,,3,24,0.5,4,,,,-0.554,-5.7893,-0.006,-0.048,800,1.033,8.264,1.039,8.312,1.1,8.8,1.693,13.544,1.693,2.726,30.6812,0,1.013,8.104,0.5,-0.006,3,24,3,1.033,1.039,1.1,-0.554,-0.694,-0.554,-5.789,-0.694,-7.252,TRADE,0,TRADE,Main,,0,,0,208,0,0,0,1.665,1.665,11.7882,0,0,0,800,0,0,0
INDORE,BHOPAL,FIELD CROPS,MUSTARD - HYBRID,DON,MUSTARD - HYBRID,,0,0,0,0,,,,0,0,0.021,0.168,800,0.061,0.488,0.04,0.32,0,0,0.179,1.432,0.179,0.24,2.508,0,0.04,0.32,0,0.021,0,0,0,0.061,0.04,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,208,5,5,28.5,0.0639,0.0639,0.443466,0,0,0,,0,0,0
INDORE,BHOPAL,FIELD CROPS,MUSTARD - HYBRID,NEW,MUSTARD - HYBRID,,0.5,5,0,0,,,,0,0,0,0,0,0,0,0,0,0.3,3,0,0,0,0,0,0,0,0,0,0,0.5,5,0.5,0,0,0.3,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,BMHN01,0,0,0,0,0,0,0,0,0,1000,0,0,0
INDORE,BHOPAL,FIELD CROPS,MUSTARD - HYBRID,NO.1,MUSTARD - HYBRID,,1,10,0.1,1,,,,0,0,0.011,0.0946,860,0.064,0.5504,0.053,0.4558,0.4,4,0.154,1.3244,0.154,0.218,2.6923,0,0.053,0.4558,0.1,0.011,1,10,1,0.064,0.053,0.4,0,-0.112,0,0,-0.112,-1.383,TRADE,0,TRADE,Main,,0,,0,208,0,0,0,0.2052,0.2052,1.424088,0,0,0,1000,0,0,0
INDORE,BHOPAL,FIELD CROPS,MUSTARD - VARIETY,SAUBHAGYA,MUSTARD - VARIETY,,1,4,0.3,1.2,,,,0,0,0,0,0,0,0,0,0,0.3,1.2,0,0,0,0,0,0,0,0,0.3,0,1,4,1,0,0,0.3,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,#N/A,0,0,0,0,0,0,#N/A,0,#N/A,400,0,0,0
INDORE,BHOPAL,FIELD CROPS,MUSTARD - VARIETY,SONALIKA,MUSTARD - VARIETY,,7,25.2,0.8,2.88,,,,-2.819,-13.39025,0.669,2.007,300,4.239,12.717,3.57,10.71,3.1,11.16,3.182,9.546,3.182,7.421,36.24725,0,3.703,11.109,0.8,0.669,7,25.2,7,4.239,3.57,3.1,-2.819,-5.479,-2.819,-13.39,-5.479,-26.025,TRADE,0,TRADE,Main,,0,,0,SONALIKA,4,4,10,2.306,2.306,8.027186,0,0,0,360,0,0,0
INDORE,BHOPAL,FIELD CROPS,MUSTARD - VARIETY,TEJASVI,MUSTARD - VARIETY,,3,8.1,0.7,1.89,,,,-0.15,-0.57,0.01,0.0275,275,1.08,2.97,1.07,2.9425,0.9,2.43,1.363,3.74825,1.363,2.443,9.2834,0,1.063,2.92325,0.7,0.01,3,8.1,3,1.08,1.07,0.9,-0.15,-0.587,-0.15,-0.57,-0.587,-2.231,TRADE,0,TRADE,Main,,0,,0,SONALIKA,0,0,0,1.078,1.078,2.6776442,0,0,0,270,0,0,0
INDORE,BHOPAL,PADDY,BENGALGRAM,BLACK CHANNA 204,BENGALGRAM,,10,9.5,0,0,,,,0,0,0,0,0,0,0,0,0,5,4.75,0,0,0,0,0,0,0,0,0,0,10,9.5,10,0,0,5,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,204,0,0,0,1.36,1.36,1.36,0,0,0,95,0,0,0
INDORE,BHOPAL,PADDY,BLACKGRAM,2001,BLACKGRAM,,2,3.6,0,0,,,,0,0,0,0,180,0.58,1.044,0.58,1.044,0,0,0,0,0,0.28,0.6118,0.3,0.58,1.044,0,0,0,0,0,0.58,0.58,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,2001,0,0,0,0,0,0,0,0,0,180,0,0,0
INDORE,BHOPAL,PADDY,GREENGRAM,3001,GREENGRAM,,15,25.5,0,0,,,,0,0,0,0,170,1.64,2.788,1.64,2.788,0,0,0,0,0,0.28,0.5719,1.36,1.64,2.788,0,0,0,0,0,1.64,1.64,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,3001,5,5,8,3.83,3.83,6.128,0,0,0,170,0,0,0
INDORE,BHOPAL,PADDY,HYBRID PADDY,786,HYBRID PADDY,,0,0,0,0,,,,0,0,0,0,235,0.3,0.705,0.3,0.705,0,0,0,0,0,0.3,0.855,0,0.3,0.705,0,0,0,0,0,0.3,0.3,0,0,-0.15,0,0,-0.15,-0.428,TRADE,0,TRADE,Main,,0,,0,786,1,1,2.22,0.45,0.45,0.979425,0,0,0,,0,0,0
INDORE,BHOPAL,PADDY,HYBRID PADDY,BASANTI,HYBRID PADDY,,0.6,2.76,0,0,,,,0,0,0,0,489.13,0.3,1.46739,0.3,1.46739,0.6,2.76,0,0,0,0.3,1.6245,0,0.3,1.46739,0,0,0.6,2.76,0.6,0.3,0.3,0.6,0,0,0,0,0,0,TRADE,0.6,TRADE,Main,,2.76,,0,BASANTI,0,0,0,0.549,0.549,1.8930069,0,0,0,460,0,0,0
INDORE,BHOPAL,PADDY,HYBRID PADDY,DABANG,HYBRID PADDY,,0,0,0,0,,,,0,0,0,0,265,0.3,0.795,0.3,0.795,0,0,0,0,0,0.3,0.9405,0,0.3,0.795,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,650,0,0,0,0.132,0.132,0.319044,0,0,0,,0,0,0
INDORE,BHOPAL,PADDY,HYBRID PADDY,FATAFAT,HYBRID PADDY,,0,0,0,0,,,,0,0,0,0,255,0.351,0.89505,0.351,0.89505,0,0,0,0,0,0.351,1.100385,0,0.351,0.89505,0,0,0,0,0,0.351,0.351,0,0,-0.039,0,0,-0.039,-0.122,TRADE,0,TRADE,Main,,0,,0,688,0,0,0,0.258,0.258,0.672348,0,0,0,,0,0,0
INDORE,BHOPAL,PADDY,HYBRID PADDY,TANA TAN,HYBRID PADDY,,0,0,0,0,,,,0,0,0,0,265,0.165,0.43725,0.165,0.43725,0,0,0,0,0,0.165,0.517275,0,0.165,0.43725,0,0,0,0,0,0.165,0.165,0,0,-0.075,0,0,-0.075,-0.235,TRADE,0,TRADE,Main,,0,,0,799,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,1692,VARIETAL PADDY,,0,0,0,0,,,,0,0,0,0,85,7.98,6.783,7.98,6.783,0,0,0,0,0,7.98,10.6134,0,7.98,6.783,0,0,0,0,0,7.98,7.98,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,1692,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,1718,VARIETAL PADDY,,23,23,0,0,,,,0,0,0,0,90,44.43,39.987,44.43,39.987,23,23,0,0,0,44.43,59.0919,0,44.43,39.987,0,0,23,23,23,44.43,44.43,23,0,0,0,0,0,0,TRADE,23,TRADE,Main,,23,,0,1718,0,0,0,0,0,0,0,0,0,100,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,BAJARANG,VARIETAL PADDY,,2,1.14,0,0,,,,0,0,0,0,57,2.91,1.6587,2.91,1.6587,2,1.14,0,0,0,2.91,2.349825,0,2.91,1.6587,0,0,2,1.14,2,2.91,2.91,2,0,0,0,0,0,0,TRADE,2,TRADE,Main,,1.14,,0,BAJRANG,1,1,0.52,0.94,0.94,0.494816,0,0,0,57,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,BULAND,VARIETAL PADDY,,0,0,0,0,,,,0,0,0,0,57,1.32,0.7524,1.32,0.7524,0,0,0,0,0,1.32,1.0032,0,1.32,0.7524,0,0,0,0,0,1.32,1.32,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,BULAND,1,1,0.55,0.08,0.08,0.0472,0,0,0,,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,CHAMAN,VARIETAL PADDY,,2,1.9,0,0,,,,0,0,0,0,92.4,1.6,1.4784,1.6,1.4784,2,1.9,0,0,0,1.6,1.824,0,1.6,1.4784,0,0,2,1.9,2,1.6,1.6,2,0,0,0,0,0,0,TRADE,2,TRADE,Main,,1.9,,0,CHAMAN,0,0,0,0,0,0,0,0,0,95,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,CHIKOO,VARIETAL PADDY,,0,0,0,0,,,,0,0,0,0,85,0.06,0.051,0.06,0.051,0,0,0,0,0,0.06,0.05985,0,0.06,0.051,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,CHIKOO,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,MANDAKINI,VARIETAL PADDY,,0,0,0,0,,,,0,0,0,0,90,0.064,0.0576,0.064,0.0576,0,0,0,0,0,0.064,0.10336,0,0.064,0.0576,0,0,0,0,0,0.064,0.064,0,0,0,0,0,0,0,TRADE,0,TRADE,Main,,0,,0,MANDAKINI,0,0,0,0,0,0,0,0,0,,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,MOHINI,VARIETAL PADDY,,5,6.5,0,0,,,,0,0,0,0,100,1.536,1.536,1.536,1.536,5,6.5,0,0,0,1.536,2.48064,0,1.536,1.536,0,0,5,6.5,5,1.536,1.536,5,0,0,0,0,0,0,TRADE,5,TRADE,Main,,6.5,,0,MOHINI,0,0,0,0,0,0,0,0,0,130,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,PB-1121,VARIETAL PADDY,,5,4.75,0,0,,,,0,0,0,0,87.68,1.98,1.736064,1.98,1.736064,5,4.75,0,0,0,1.98,2.6334,0,1.98,1.736064,0,0,5,4.75,5,1.98,1.98,5,0,0,0,0,0,0,TRADE,5,TRADE,Main,,4.75,,0,PB-1121,2,2,1.2,2.04,2.04,1.319472,0,0,0,95,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,PB-1509,VARIETAL PADDY,,23,23,0,0,,,,0,0,0,0,88,19.38,17.0544,19.38,17.0544,23,23,0,0,0,19.38,25.7754,0,19.38,17.0544,0,0,23,23,23,19.38,19.38,23,0,-0.01,0,0,-0.01,-0.013,TRADE,23,TRADE,Main,,23,,0,MEHAK,1,1,0.6,8.98,8.98,3.235494,0,0,0,100,0,0,0
INDORE,BHOPAL,PADDY,VARIETAL PADDY,PB1,VARIETAL PADDY,,0,0,0,0,,,,0,0,0,0,87.78,42.6,37.39428,42.6,37.39428,0,0,0,0,0,42.6,56.658,0,42.6,37.39428,0,0,0,0,0,42.6,42.6,0,0,-0.002,0,0,-0.002,-0.003,TRADE,0,TRADE,Main,,0,,0,PB1,0,0,0,0,0,0,0,0,0,,0,0,0
